epoch,phase,nc1,feat_norm,train_loss,train_acc,train_err,test_acc,weight_norm,grad_norm
10,1,0.30137553811073303,28.725488662719727,0.01661914694706599,0.9947166666666667,0.005283333333333307,0.9788,54.50029373168945,0.48224395513534546
20,1,0.20746220648288727,24.953725814819336,0.03297889001270135,0.9893833333333333,0.010616666666666719,0.9726,43.29710388183594,0.4180543124675751
30,1,0.15548576414585114,23.652099609375,0.005644575444857279,0.9982833333333333,0.0017166666666666996,0.9842,35.69417190551758,0.1884005218744278
40,1,0.13080579042434692,22.520357131958008,0.0064227177649736405,0.99795,0.0020499999999999963,0.9799,30.451950073242188,0.26531922817230225
50,1,0.10814500600099564,20.387460708618164,0.004252857273475578,0.9985166666666667,0.001483333333333281,0.9826,27.25119972229004,0.2838704586029053
60,1,0.11411132663488388,18.51316261291504,0.00525950616200765,0.9985,0.0014999999999999458,0.9824,25.328588485717773,0.037453725934028625
70,1,0.1040690690279007,17.79892921447754,0.001271184965595603,0.9997,0.00029999999999996696,0.9838,23.878862380981445,0.029641244560480118
80,1,0.08277256786823273,18.737823486328125,0.00021809624885208903,1.0,0.0,0.9871,19.856674194335938,0.005630205851048231
90,1,0.09497079998254776,15.768231391906738,0.002349753758435448,0.9994333333333333,0.0005666666666667153,0.9841,20.457632064819336,0.044469352811574936
100,1,0.08444655686616898,16.67890739440918,0.00033869630148013435,1.0,0.0,0.9876,16.932559967041016,0.006199375260621309
110,1,0.08448746055364609,16.38642120361328,0.00012973388276683789,1.0,0.0,0.986,17.615623474121094,0.003386399708688259
120,1,0.09056258946657181,16.48562240600586,0.0003090735441694657,1.0,0.0,0.9864,15.525168418884277,0.0068903821520507336
130,1,0.09669404476881027,16.24418830871582,0.0003563493868956963,1.0,0.0,0.9862,14.303606033325195,0.013006458058953285
140,1,0.08472012728452682,15.740716934204102,0.00019020429208564262,1.0,0.0,0.9857,14.785196304321289,0.0072765653021633625
150,1,0.09583194553852081,15.81429386138916,0.0003182226244049768,1.0,0.0,0.9861,13.959772109985352,0.008003825321793556
160,1,0.10312710702419281,16.190820693969727,0.00033440852873027323,1.0,0.0,0.9862,13.503493309020996,0.009452089667320251
170,1,0.10860750079154968,16.466510772705078,0.0003266777958100041,1.0,0.0,0.986,13.16396427154541,0.00975802168250084
180,1,0.11192366480827332,16.656593322753906,0.0003328203119337559,1.0,0.0,0.986,12.929171562194824,0.009369129315018654
190,1,0.11445346474647522,16.814401626586914,0.000337685323242719,1.0,0.0,0.9863,12.810364723205566,0.010172059759497643
200,1,0.11492007225751877,16.844173431396484,0.0003384086753552159,1.0,0.0,0.9863,12.787422180175781,0.009888475760817528
210,2,0.06336244940757751,3.2889630794525146,0.033198255268732706,0.9854,0.014599999999999946,0.9736,15.1707181930542,0.049764059484004974
220,2,0.031858693808317184,2.1713125705718994,0.01621205486059189,0.9946333333333334,0.005366666666666631,0.9802,14.159199714660645,0.031432151794433594
230,2,0.021408122032880783,1.6498115062713623,0.015580134052038192,0.9952333333333333,0.004766666666666697,0.9792,13.079728126525879,0.03619491681456566
240,2,0.015126357786357403,1.3341013193130493,0.01082895364065965,0.997,0.0030000000000000027,0.9805,11.966726303100586,0.03304772078990936
250,2,0.014709485694766045,1.2253602743148804,0.01058087082405885,0.9972666666666666,0.0027333333333333654,0.9802,10.940065383911133,0.03136560320854187
260,2,0.011216206476092339,1.19366455078125,0.007188664536674817,0.9985333333333334,0.0014666666666666162,0.98,10.191203117370605,0.02341243252158165
270,2,0.01431040558964014,1.1479542255401611,0.011438481479883194,0.9960833333333333,0.003916666666666679,0.9793,9.626046180725098,0.027925731614232063
280,2,0.009918716736137867,1.1497676372528076,0.007733288556337357,0.9979,0.0020999999999999908,0.9834,9.279536247253418,0.022666659206151962
290,2,0.012097319588065147,1.1473182439804077,0.009950160823265712,0.9970333333333333,0.002966666666666673,0.9805,9.02153205871582,0.026329027488827705
300,2,0.010527248494327068,1.090052843093872,0.01015004918674628,0.9972,0.0028000000000000247,0.9819,9.013696670532227,0.029090100899338722
310,2,0.008010639809072018,1.1237059831619263,0.007142759730418523,0.9981833333333333,0.0018166666666666886,0.9817,8.824482917785645,0.02072121389210224
320,2,0.010097104124724865,1.111244797706604,0.009861201624572278,0.9969333333333333,0.003066666666666662,0.9792,8.694607734680176,0.02632758393883705
330,2,0.00666393619030714,1.1198500394821167,0.006516017942875624,0.9989166666666667,0.001083333333333325,0.9814,8.572885513305664,0.018652930855751038
340,2,0.006020294968038797,1.123416781425476,0.00514598278850317,0.99935,0.0006500000000000394,0.9813,8.433503150939941,0.018903948366642
350,2,0.00737346475943923,1.1106963157653809,0.0069996668736139935,0.99845,0.0015500000000000513,0.981,8.442591667175293,0.034296248108148575
360,2,0.006977795157581568,1.1094425916671753,0.007075687753160795,0.9983333333333333,0.0016666666666667052,0.9815,8.29407787322998,0.054308854043483734
370,2,0.004766141064465046,1.1119495630264282,0.004373978491624197,0.9995666666666667,0.0004333333333332856,0.9834,8.221571922302246,0.017474781721830368
380,2,0.005562206264585257,1.106418490409851,0.005774623812238375,0.9992666666666666,0.0007333333333333636,0.9822,8.198598861694336,0.03602002188563347
390,2,0.004425962921231985,1.1274622678756714,0.003780251165231069,0.9996833333333334,0.0003166666666666318,0.9823,8.084898948669434,0.01110386848449707
400,2,0.004016621969640255,1.1304166316986084,0.003303579858938853,0.99975,0.00024999999999997247,0.9841,8.034698486328125,0.020340265706181526
410,2,0.003730381838977337,1.1204174757003784,0.0033317799826463063,0.9998,0.00019999999999997797,0.9836,7.952729225158691,0.02818629890680313
420,2,0.003568773390725255,1.1304690837860107,0.002982538511852423,0.9998,0.00019999999999997797,0.9839,7.904690742492676,0.014328607358038425
430,2,0.0032572487834841013,1.1372274160385132,0.002606882860263189,0.9998,0.00019999999999997797,0.9836,7.86381196975708,0.013051141984760761
440,2,0.0031291074119508266,1.1373448371887207,0.0024632384354869525,0.9998,0.00019999999999997797,0.9838,7.8340678215026855,0.016062667593359947
450,2,0.0030212460551410913,1.13752281665802,0.002364962139725685,0.9998,0.00019999999999997797,0.9837,7.802477836608887,0.014452256262302399
460,2,0.0029621601570397615,1.1407294273376465,0.0022923395564158756,0.9998166666666667,0.00018333333333331314,0.9838,7.78250789642334,0.011713795363903046
470,2,0.002921605482697487,1.1398948431015015,0.002256614393989245,0.9998166666666667,0.00018333333333331314,0.984,7.763858795166016,0.011654666624963284
480,2,0.0029027017299085855,1.1396734714508057,0.0022309950027614833,0.9998166666666667,0.00018333333333331314,0.9836,7.753568172454834,0.011093187145888805
490,2,0.0029058975633233786,1.1407440900802612,0.0022333847982188067,0.9998166666666667,0.00018333333333331314,0.9836,7.747921943664551,0.01097955834120512
500,2,0.0029112494084984064,1.1410913467407227,0.0022353229977190494,0.9998166666666667,0.00018333333333331314,0.9836,7.746667385101318,0.010989083908498287
