epoch,phase,nc1,feat_norm,train_loss,train_acc,train_err,test_acc,weight_norm,grad_norm
10,1,0.2953138053417206,29.281110763549805,0.01894632541636626,0.9937166666666667,0.0062833333333333075,0.974,54.58713150024414,0.4651027321815491
20,1,0.20904980599880219,25.75958824157715,0.020529600539803506,0.99415,0.005850000000000022,0.9772,43.05651092529297,0.5260360240936279
30,1,0.15894688665866852,24.857498168945312,0.008231791592637698,0.9972666666666666,0.0027333333333333654,0.9803,35.51747131347656,0.2482220083475113
40,1,0.13171124458312988,23.247966766357422,0.005007344193104654,0.9984333333333333,0.0015666666666667162,0.9825,30.293458938598633,0.24392613768577576
50,1,0.12531331181526184,20.84819221496582,0.004837782946228981,0.9985166666666667,0.001483333333333281,0.9822,27.467426300048828,0.24089810252189636
60,1,0.11947258561849594,18.011714935302734,0.003760581925759713,0.9988666666666667,0.0011333333333333195,0.9836,25.71181869506836,0.23733702301979065
70,1,0.10485962778329849,18.815032958984375,0.01183974839001894,0.99625,0.003750000000000031,0.9803,23.28033447265625,0.3787989616394043
80,1,0.08798559755086899,18.542007446289062,0.0001785615432386597,1.0,0.0,0.9865,20.56215476989746,0.004102609120309353
90,1,0.10923514515161514,15.757604598999023,0.004659672236939271,0.9985333333333334,0.0014666666666666162,0.9851,20.371002197265625,0.34438154101371765
100,1,0.08598798513412476,17.970083236694336,0.00030136129618622365,1.0,0.0,0.9872,17.662866592407227,0.015178443863987923
110,1,0.09637610614299774,17.24182891845703,0.0004598978936672211,1.0,0.0,0.9865,15.45158863067627,0.026306699961423874
120,1,0.08405327796936035,17.214603424072266,0.00023539190366864206,1.0,0.0,0.9861,16.182109832763672,0.01301539782434702
130,1,0.09626314043998718,17.195796966552734,0.0003194723069667816,1.0,0.0,0.9865,14.769634246826172,0.012841543182730675
140,1,0.10335156321525574,17.657392501831055,0.0003245059088803828,1.0,0.0,0.9862,13.837897300720215,0.013459390960633755
150,1,0.09646330773830414,17.613265991210938,0.00020281710748871166,1.0,0.0,0.9852,13.981317520141602,0.008390653878450394
160,1,0.10836314409971237,17.74380874633789,0.0003121414506187042,1.0,0.0,0.9859,13.388399124145508,0.010914823971688747
