epoch,phase,nc1,feat_norm,train_loss,train_acc,train_err,test_acc,weight_norm,grad_norm
220,2,0.026464205235242844,1.525376319885254,0.01514130566517512,0.9948666666666667,0.005133333333333323,0.9782,13.991631507873535,0.031816594302654266
230,2,0.0208801981061697,1.238366723060608,0.017278187227249147,0.9940833333333333,0.005916666666666681,0.9754,12.988093376159668,0.041106268763542175
240,2,0.012845671735703945,1.0628814697265625,0.010909675546487172,0.9970833333333333,0.0029166666666666785,0.9806,11.927535057067871,0.026823969557881355
250,2,0.010761544108390808,1.029011845588684,0.008923296769460042,0.9978666666666667,0.0021333333333333204,0.9822,10.949198722839355,0.018506500869989395
260,2,0.008331682533025742,1.0119346380233765,0.008464101163546244,0.9985333333333334,0.0014666666666666162,0.9837,10.078840255737305,0.01771308295428753
270,2,0.011412033811211586,1.0272464752197266,0.010265521397193273,0.9969166666666667,0.003083333333333327,0.9794,9.585884094238281,0.030210042372345924
280,2,0.010766076855361462,1.0484925508499146,0.009599346223473549,0.9966833333333334,0.0033166666666666345,0.9805,9.249316215515137,0.02620762027800083
290,2,0.015667179599404335,1.0425329208374023,0.016111448150873186,0.9937666666666667,0.006233333333333313,0.9788,9.116395950317383,0.05001088231801987
300,2,0.011776432394981384,1.0724670886993408,0.010752619057893754,0.9967,0.0032999999999999696,0.981,8.941344261169434,0.036751218140125275
310,2,0.010409408248960972,1.0594651699066162,0.00961670626004537,0.9973666666666666,0.0026333333333333764,0.9812,8.81901741027832,0.025561915710568428
320,2,0.00753044942393899,1.0705063343048096,0.006795455847183864,0.9988833333333333,0.0011166666666666547,0.9831,8.632405281066895,0.017441483214497566
330,2,0.007602107245475054,1.0819728374481201,0.007421003083884716,0.99835,0.0016500000000000403,0.9809,8.62296199798584,0.027985714375972748
340,2,0.0070903608575463295,1.074751377105713,0.006292986342310906,0.99885,0.0011499999999999844,0.9811,8.563852310180664,0.01898849941790104
350,2,0.0064981430768966675,1.080681324005127,0.005482356456915537,0.9993,0.0007000000000000339,0.9822,8.430550575256348,0.019713083282113075
360,2,0.0067748515866696835,1.0896633863449097,0.005982872371872266,0.99935,0.0006500000000000394,0.9835,8.315442085266113,0.018161334097385406
370,2,0.004885382484644651,1.0981453657150269,0.003867870237926642,0.9996166666666667,0.0003833333333332911,0.9849,8.214646339416504,0.01184289250522852
380,2,0.005209107417613268,1.0863183736801147,0.004541127839684487,0.9996166666666667,0.0003833333333332911,0.9818,8.167734146118164,0.018938535824418068
390,2,0.004493932239711285,1.0951757431030273,0.003756324485937754,0.9997666666666667,0.00023333333333330764,0.9828,8.064399719238281,0.011010220274329185
400,2,0.004897064529359341,1.1182851791381836,0.004007653526465098,0.99975,0.00024999999999997247,0.9836,8.000725746154785,0.010328589007258415
410,2,0.0033839393872767687,1.1099883317947388,0.0026208715538183847,0.9998166666666667,0.00018333333333331314,0.9852,7.925241947174072,0.010790500789880753
420,2,0.0037044023629277945,1.1155478954315186,0.002881140314290921,0.9998333333333334,0.0001666666666666483,0.9837,7.886963844299316,0.012740317732095718
430,2,0.0032303843181580305,1.1316297054290771,0.0023807842642068863,0.99985,0.00014999999999998348,0.9842,7.842803955078125,0.01067326683551073
440,2,0.0032088994048535824,1.1313729286193848,0.00235464558750391,0.99985,0.00014999999999998348,0.9832,7.799184322357178,0.013124452903866768
450,2,0.002970365108922124,1.1327155828475952,0.0021687688882152238,0.99985,0.00014999999999998348,0.9841,7.768275260925293,0.008416907861828804
460,2,0.002924255095422268,1.135981798171997,0.0020937630427380403,0.99985,0.00014999999999998348,0.9848,7.7439727783203125,0.009898638352751732
470,2,0.002858102787286043,1.1385351419448853,0.0020314517373840016,0.99985,0.00014999999999998348,0.9847,7.725783348083496,0.007395886350423098
480,2,0.002909698523581028,1.1424145698547363,0.002060749697685242,0.99985,0.00014999999999998348,0.9843,7.714527606964111,0.007229075767099857
490,2,0.0028764877934008837,1.1404398679733276,0.0020471813822786015,0.99985,0.00014999999999998348,0.9845,7.7081379890441895,0.007076692767441273
500,2,0.002876795595511794,1.1405338048934937,0.0020471880545218785,0.99985,0.00014999999999998348,0.9845,7.706813335418701,0.007384521886706352
