epoch,phase,nc1,feat_norm,train_loss,train_acc,train_err,test_acc,weight_norm,grad_norm
10,1,,,0.03244823740323385,0.9886666666666667,0.011333333333333306,0.969,55.11492919921875,0.4121946692466736
20,1,0.2036314308643341,23.727893829345703,0.014047301600376766,0.9955333333333334,0.004466666666666619,0.9761,44.04684066772461,0.32871013879776
30,1,0.16062089800834656,24.989904403686523,0.004809912637000283,0.9984333333333333,0.0015666666666667162,0.9816,36.10554122924805,0.19248798489570618
40,1,0.13531292974948883,22.422189712524414,0.006675421217860033,0.99775,0.0022499999999999742,0.9774,31.102806091308594,0.5049594044685364
50,1,0.12437739968299866,19.7762508392334,0.003514028867085775,0.9989166666666667,0.001083333333333325,0.9836,28.30902862548828,0.09251124411821365
60,1,0.11373694241046906,18.74989128112793,0.0019746263256296514,0.9995333333333334,0.00046666666666661527,0.9856,26.10846519470215,0.0491078719496727
70,1,0.09167592972517014,19.342512130737305,0.0003175858156289905,1.0,0.0,0.9873,20.3282527923584,0.003872271627187729
80,1,0.10515687614679337,17.73465347290039,0.0030794835313844183,0.99905,0.0009500000000000064,0.9829,21.95818519592285,0.03712017834186554
90,1,0.09036006778478622,18.287511825561523,0.0003708128472479681,1.0,0.0,0.9865,17.876291275024414,0.0074685621075332165
100,1,0.08250194042921066,16.115102767944336,0.0001722158075775951,1.0,0.0,0.9863,18.798322677612305,0.0025388479698449373
110,1,0.09176763147115707,17.374052047729492,0.0003248712172731757,1.0,0.0,0.9862,16.118928909301758,0.006997435353696346
120,1,0.09038018435239792,14.52456283569336,0.0022802956944952407,0.9994666666666666,0.0005333333333333856,0.9833,16.976905822753906,0.12694329023361206
130,1,0.08928453177213669,16.505067825317383,0.0002950061767672499,1.0,0.0,0.9861,15.160709381103516,0.010010524652898312
140,1,0.09768600016832352,16.31171989440918,0.00042977199902137123,1.0,0.0,0.9858,14.238471984863281,0.013694485649466515
150,1,0.10343160480260849,16.351455688476562,0.0003567605718349417,1.0,0.0,0.9861,13.560405731201172,0.011370633728802204
160,1,0.10985838621854782,16.77374839782715,0.0003821394264077147,1.0,0.0,0.9863,13.05683422088623,0.011559506878256798
170,1,0.10717616975307465,16.65890121459961,0.00030569684375077486,1.0,0.0,0.9854,12.9559326171875,0.007826861925423145
180,1,0.11232662200927734,16.92879867553711,0.0003335396133363247,1.0,0.0,0.985,12.771472930908203,0.008695077151060104
190,1,0.1146567165851593,17.102102279663086,0.00033733148736258346,1.0,0.0,0.9852,12.68856143951416,0.009205660782754421
200,1,0.11519208550453186,17.132787704467773,0.00033898007323344547,1.0,0.0,0.9853,12.67055892944336,0.008966900408267975
210,2,0.0718078464269638,2.2452492713928223,0.05816233477592468,0.9683666666666667,0.03163333333333329,0.9571,15.013238906860352,0.1430985927581787
