epoch,phase,train,test,nc1,nc2,nc3,feat_norm,feat_norm_preln
290,2,0.9961,0.9825,0.12098198384046555,0.08578435331583023,0.4757063388824463,13.082118034362793,379.95147705078125
300,2,0.9957,0.9796,0.11781034618616104,0.07548316568136215,0.4584113359451294,13.010184288024902,425.73828125
310,2,0.9989166666666667,0.9869,0.09479548782110214,0.06914440542459488,0.4529579281806946,12.950304985046387,477.4312438964844
320,2,0.9985833333333334,0.9867,0.09811359643936157,0.0682578906416893,0.4540139436721802,12.892361640930176,517.9476318359375
330,2,0.9967166666666667,0.9823,0.09580332040786743,0.0647580623626709,0.4517896771430969,12.843331336975098,550.1362915039062
340,2,0.9987333333333334,0.9873,0.08699816465377808,0.06405428051948547,0.4433160424232483,12.78416633605957,592.6570434570312
350,2,0.99975,0.9868,0.07860153168439865,0.06983920931816101,0.4484163522720337,12.741600036621094,625.11572265625
360,2,0.99855,0.9846,0.08558406680822372,0.06975109130144119,0.4486786723136902,12.694475173950195,649.142822265625
370,2,0.99875,0.9853,0.08159755170345306,0.06461357325315475,0.4606108069419861,12.65220832824707,674.1378173828125
380,2,0.9995666666666667,0.9867,0.07420864701271057,0.06739027053117752,0.46241992712020874,12.614405632019043,700.7367553710938
390,2,0.9996,0.9864,0.07348623126745224,0.06968176364898682,0.4600946307182312,12.574840545654297,725.4168090820312
400,2,0.9999833333333333,0.9884,0.058919575065374374,0.06167728081345558,0.44914954900741577,12.554425239562988,750.1459350585938
410,2,0.9999833333333333,0.9889,0.04916220158338547,0.06166350096464157,0.43522632122039795,12.527828216552734,772.7548217773438
420,2,0.9999666666666667,0.9887,0.042078059166669846,0.06149214506149292,0.4240814447402954,12.503085136413574,789.7139892578125
430,2,0.9988333333333334,0.984,0.07103042304515839,0.058837417513132095,0.4424622654914856,12.455707550048828,797.2689208984375
440,2,0.9999833333333333,0.9886,0.06128965690732002,0.06455782055854797,0.4623476266860962,12.436493873596191,807.05224609375
450,2,0.9999833333333333,0.9895,0.051330406218767166,0.06354054808616638,0.44729316234588623,12.41990852355957,832.9946899414062
460,2,0.9999833333333333,0.99,0.044268108904361725,0.06248820573091507,0.43551719188690186,12.401408195495605,850.1976928710938
470,2,1.0,0.9895,0.037800535559654236,0.06348691135644913,0.42796647548675537,12.384238243103027,864.1619262695312
480,2,1.0,0.99,0.03196650370955467,0.06350065022706985,0.4219006896018982,12.369352340698242,873.9954223632812
490,2,0.9999666666666667,0.9885,0.05450119078159332,0.06273316591978073,0.4381493330001831,12.33966064453125,872.6431274414062
500,2,0.9999666666666667,0.989,0.047887369990348816,0.061290763318538666,0.43130379915237427,12.332066535949707,887.8965454101562
510,2,0.9999833333333333,0.9894,0.042715881019830704,0.061863914132118225,0.4255067706108093,12.319647789001465,899.7425537109375
520,2,0.9999833333333333,0.9887,0.03760755434632301,0.06101340055465698,0.42119407653808594,12.309494018554688,909.1578369140625
530,2,0.9999833333333333,0.9891,0.033056359738111496,0.06141975149512291,0.4161285161972046,12.29976749420166,918.0298461914062
540,2,0.9999833333333333,0.9878,0.0514652244746685,0.061919763684272766,0.43206143379211426,12.280136108398438,909.4827270507812
550,2,1.0,0.988,0.04559793323278427,0.06127379089593887,0.42930275201797485,12.277007102966309,918.36865234375
560,2,1.0,0.9881,0.041174303740262985,0.06123756244778633,0.4255119562149048,12.27009105682373,927.9796142578125
570,2,1.0,0.9885,0.03699984773993492,0.06084946542978287,0.423098623752594,12.263545989990234,935.5047607421875
580,2,1.0,0.9887,0.03313027322292328,0.06072741746902466,0.4198288917541504,12.258020401000977,942.359130859375
590,2,0.9998666666666667,0.9867,0.044631678611040115,0.05744117125868797,0.42385005950927734,12.25074577331543,925.787353515625
600,2,1.0,0.9871,0.04051956534385681,0.05870413780212402,0.42327696084976196,12.249529838562012,933.2522583007812
610,2,1.0,0.9873,0.03770320117473602,0.058975398540496826,0.4215046763420105,12.247231483459473,941.1751708984375
620,2,1.0,0.9877,0.03496640548110008,0.059279914945364,0.41987550258636475,12.245087623596191,947.4490966796875
630,2,1.0,0.988,0.032207001000642776,0.059785690158605576,0.41871416568756104,12.243308067321777,952.8087768554688
640,2,1.0,0.9879,0.029434124007821083,0.06029524281620979,0.4174169898033142,12.242045402526855,957.8485717773438
650,2,1.0,0.9881,0.026953691616654396,0.06073076277971268,0.4161815047264099,12.240791320800781,961.6062622070312
660,2,1.0,0.9882,0.024369671940803528,0.0610884465277195,0.4146738052368164,12.23993968963623,964.9644165039062
670,2,1.0,0.9884,0.022140396758913994,0.06130759418010712,0.4137151837348938,12.239360809326172,968.0216064453125
680,2,1.0,0.9884,0.02940322645008564,0.0613550990819931,0.4188370704650879,12.237208366394043,962.796142578125
690,2,1.0,0.9883,0.02860223688185215,0.06130567565560341,0.4184790849685669,12.23714542388916,964.8278198242188
700,2,1.0,0.9882,0.02775716967880726,0.061319466680288315,0.41804689168930054,12.236944198608398,966.9840087890625
710,2,1.0,0.9882,0.026816468685865402,0.06136871874332428,0.4173717498779297,12.236823081970215,968.9696044921875
720,2,1.0,0.988,0.025811173021793365,0.061364855617284775,0.4167362451553345,12.236735343933105,970.94677734375
730,2,1.0,0.9882,0.02476947382092476,0.061394330114126205,0.4160956144332886,12.236677169799805,972.637451171875
740,2,1.0,0.9881,0.0237538143992424,0.06146230176091194,0.415465772151947,12.236647605895996,973.9111328125
750,2,1.0,0.9881,0.022823432460427284,0.06153804436326027,0.4148275852203369,12.236639976501465,975.0082397460938
760,2,1.0,0.9883,0.02202843502163887,0.06161382421851158,0.41436636447906494,12.236629486083984,975.8491821289062
770,2,1.0,0.9886,0.021431872621178627,0.061664339154958725,0.41400057077407837,12.23662281036377,976.4343872070312
780,2,1.0,0.9885,0.021044285967946053,0.0617121122777462,0.41375118494033813,12.23662281036377,976.7838134765625
790,2,1.0,0.9885,0.020866133272647858,0.0617285817861557,0.4136201739311218,12.23662281036377,976.92041015625
800,2,1.0,0.9885,0.020834099501371384,0.06173411011695862,0.41359758377075195,12.236623764038086,976.9534301757812
