epoch,phase,train,test,nc1,nc2,nc3,feat_norm,feat_norm_preln
10,1,0.9745833333333334,0.9581,,,,,
20,1,0.9901833333333333,0.9671,0.2748689353466034,0.08434894680976868,0.05973994731903076,12.843334197998047,33.43645095825195
30,1,0.9959166666666667,0.9746,0.26506179571151733,0.09644024074077606,0.06027412414550781,13.076744079589844,38.211883544921875
40,1,0.9942833333333333,0.9725,0.2965608835220337,0.0637449249625206,0.06507289409637451,13.325372695922852,42.72220230102539
50,1,0.9975,0.978,0.2746272683143616,0.0671553835272789,0.05681169033050537,13.481285095214844,49.2668342590332
60,1,0.9989833333333333,0.9797,0.257328599691391,0.07753833383321762,0.05284613370895386,13.643160820007324,52.019508361816406
70,1,0.9968833333333333,0.9783,0.2870638370513916,0.06826142966747284,0.05903494358062744,13.740593910217285,55.88071823120117
80,1,0.9998,0.9846,0.25222349166870117,0.05059465765953064,0.05194121599197388,13.81921672821045,59.046024322509766
90,1,1.0,0.9858,0.2215692400932312,0.048343732953071594,0.04762113094329834,13.850996017456055,64.15733337402344
100,1,1.0,0.9862,0.20026321709156036,0.042255550622940063,0.0452275276184082,13.896868705749512,65.58035278320312
110,1,1.0,0.9863,0.18670091032981873,0.03843744471669197,0.043794333934783936,13.932450294494629,66.65634155273438
120,1,1.0,0.9866,0.17579905688762665,0.03601548820734024,0.042670607566833496,13.964801788330078,67.6240463256836
130,1,1.0,0.9866,0.16650249063968658,0.03449749946594238,0.04172581434249878,13.995504379272461,68.5373306274414
140,1,1.0,0.9865,0.1584739238023758,0.0339285209774971,0.04090261459350586,14.025918006896973,69.41299438476562
150,1,1.0,0.9865,0.15154719352722168,0.03394416719675064,0.04018986225128174,14.054279327392578,70.22982025146484
160,1,1.0,0.9867,0.14573335647583008,0.033955469727516174,0.03958684206008911,14.079779624938965,70.96356964111328
170,1,1.0,0.9872,0.14111456274986267,0.03418446704745293,0.039105117321014404,14.101337432861328,71.5766830444336
180,1,1.0,0.9873,0.1377943456172943,0.03443864360451698,0.038755714893341064,14.117656707763672,72.0345687866211
190,1,1.0,0.9873,0.13595519959926605,0.03456738218665123,0.03856337070465088,14.127062797546387,72.29246520996094
200,1,1.0,0.9873,0.135534405708313,0.034595612436532974,0.038518428802490234,14.129262924194336,72.351806640625
210,2,0.9730666666666666,0.9673,1.0123931169509888,0.17993295192718506,0.5576611161231995,13.729657173156738,101.99847412109375
220,2,0.9834833333333334,0.9777,0.5903456211090088,0.1566942036151886,0.5694078207015991,13.71207046508789,116.40895080566406
230,2,0.9898666666666667,0.9834,0.3222358226776123,0.1357787400484085,0.573151707649231,13.668628692626953,143.17840576171875
240,2,0.99665,0.9836,0.19001370668411255,0.1258913278579712,0.5475966930389404,13.619226455688477,178.06077575683594
250,2,0.9987,0.982,0.1373332440853119,0.10984370112419128,0.5302129983901978,13.570991516113281,215.51553344726562
260,2,0.9986833333333334,0.9817,0.12135348469018936,0.10753368586301804,0.5104417204856873,13.509452819824219,257.8750915527344
270,2,0.9984833333333333,0.9832,0.12293501198291779,0.09217435866594315,0.49101102352142334,13.436972618103027,300.684814453125
280,2,0.9986333333333334,0.9826,0.10993152111768723,0.07846634835004807,0.46315181255340576,13.361528396606445,346.3036804199219
290,2,0.9976833333333334,0.9824,0.11272991448640823,0.062216971069574356,0.4479876160621643,13.29288101196289,393.47296142578125
300,2,0.9988,0.9837,0.1045331284403801,0.05813872069120407,0.4446054697036743,13.226016998291016,436.83966064453125
310,2,0.9987333333333334,0.9836,0.09526709467172623,0.05705958604812622,0.4366532564163208,13.159820556640625,479.66778564453125
320,2,0.9987666666666667,0.9819,0.09792874753475189,0.05247809737920761,0.4254812002182007,13.097204208374023,521.798828125
330,2,0.9985333333333334,0.9827,0.08494941145181656,0.05292285233736038,0.43437659740448,13.050468444824219,550.4818115234375
340,2,0.99915,0.9853,0.08660627901554108,0.047326330095529556,0.4313887357711792,12.993281364440918,588.3560791015625
350,2,0.9975333333333334,0.9813,0.08404491096735,0.04983225464820862,0.43322157859802246,12.951828002929688,618.5136108398438
360,2,0.9996166666666667,0.9845,0.0737697184085846,0.055500973016023636,0.4385523200035095,12.911893844604492,650.2201538085938
370,2,0.9996666666666667,0.9844,0.06658608466386795,0.05222725495696068,0.4486702084541321,12.873369216918945,672.7113037109375
380,2,0.9997333333333334,0.9849,0.06840602308511734,0.04911554232239723,0.44232380390167236,12.830375671386719,700.7523803710938
390,2,1.0,0.9889,0.057195596396923065,0.05207090824842453,0.43729710578918457,12.801591873168945,730.4404907226562
400,2,1.0,0.9887,0.046630389988422394,0.0514259859919548,0.41840243339538574,12.774725914001465,759.840576171875
410,2,1.0,0.9887,0.03902314603328705,0.05103463679552078,0.4039560556411743,12.748014450073242,779.2455444335938
420,2,0.9988666666666667,0.9837,0.06842008233070374,0.05080023407936096,0.4208911061286926,12.696247100830078,794.0250244140625
430,2,0.9999166666666667,0.9866,0.06122986972332001,0.05643996223807335,0.43478304147720337,12.680493354797363,783.9783935546875
440,2,0.9988333333333334,0.9833,0.06632224470376968,0.05855562537908554,0.4451218843460083,12.65536117553711,794.5401611328125
450,2,0.9999833333333333,0.9874,0.050950583070516586,0.056811410933732986,0.43433910608291626,12.639778137207031,821.82470703125
460,2,1.0,0.9878,0.043280646204948425,0.055614449083805084,0.4189521074295044,12.622196197509766,847.4346923828125
470,2,1.0,0.9876,0.03735915571451187,0.05465037375688553,0.40649688243865967,12.605356216430664,866.6298828125
480,2,1.0,0.9879,0.032259631901979446,0.053734805434942245,0.3972324728965759,12.58951473236084,879.4351806640625
490,2,0.9899333333333333,0.9729,0.06783802062273026,0.044935788959264755,0.3854610323905945,12.571747779846191,870.0147705078125
500,2,1.0,0.9875,0.048278357833623886,0.053133171051740646,0.42284488677978516,12.55019760131836,871.3606567382812
510,2,1.0,0.9874,0.04224182292819023,0.05238109827041626,0.41136443614959717,12.541783332824707,893.1778564453125
520,2,1.0,0.988,0.03759482502937317,0.05191873386502266,0.4038546681404114,12.531302452087402,907.9865112304688
530,2,1.0,0.9883,0.033592160791158676,0.051454320549964905,0.3975631594657898,12.521462440490723,919.1126098632812
540,2,1.0,0.9884,0.02989243157207966,0.0512210838496685,0.3921491503715515,12.512852668762207,927.6948852539062
550,2,1.0,0.9886,0.04433769732713699,0.05202673748135567,0.4119853973388672,12.499300956726074,912.8370971679688
560,2,1.0,0.9887,0.03975362330675125,0.05084102600812912,0.40534037351608276,12.49411392211914,928.4132080078125
570,2,1.0,0.989,0.036007679998874664,0.04999518394470215,0.4004588723182678,12.487876892089844,939.572509765625
580,2,1.0,0.9887,0.03253467381000519,0.04958737641572952,0.39599502086639404,12.48225212097168,948.7373046875
590,2,1.0,0.9885,0.02939307689666748,0.049285151064395905,0.3918973207473755,12.478530883789062,956.9865112304688
600,2,1.0,0.9884,0.026431674137711525,0.04902566969394684,0.388604998588562,12.475674629211426,962.9845581054688
610,2,1.0,0.9879,0.023828420788049698,0.04896227642893791,0.38515472412109375,12.473196029663086,968.1347045898438
620,2,1.0,0.9875,0.036110348999500275,0.05098322778940201,0.3962777853012085,12.466814994812012,945.7960205078125
630,2,1.0,0.9876,0.03384052589535713,0.05064081773161888,0.3926827311515808,12.466479301452637,956.5089111328125
640,2,1.0,0.9877,0.03184885531663895,0.05040616914629936,0.39046579599380493,12.465537071228027,964.1991577148438
650,2,1.0,0.9882,0.029894918203353882,0.05020132660865784,0.38887548446655273,12.464695930480957,970.30810546875
660,2,1.0,0.9884,0.027979759499430656,0.05011623352766037,0.38763248920440674,12.463983535766602,975.6705322265625
670,2,1.0,0.9883,0.026047462597489357,0.0499580055475235,0.3865588307380676,12.463452339172363,980.232421875
680,2,1.0,0.9881,0.024173054844141006,0.049866918474435806,0.3852323889732361,12.463081359863281,984.2410278320312
690,2,1.0,0.9879,0.022499846294522285,0.04969971626996994,0.38402825593948364,12.462748527526855,987.1353759765625
700,2,1.0,0.9879,0.020815176889300346,0.049630049616098404,0.38286179304122925,12.462562561035156,990.406005859375
710,2,1.0,0.9882,0.019438667222857475,0.04947437718510628,0.382172167301178,12.462360382080078,992.5458374023438
720,2,1.0,0.9882,0.018272824585437775,0.049506865441799164,0.38124310970306396,12.462238311767578,994.2766723632812
730,2,1.0,0.9881,0.017314283177256584,0.049492623656988144,0.38070714473724365,12.462119102478027,995.75146484375
740,2,1.0,0.9881,0.016584185883402824,0.049487724900245667,0.3800937533378601,12.462044715881348,996.8146362304688
750,2,1.0,0.988,0.01603282243013382,0.0495145283639431,0.3794879913330078,12.461990356445312,997.7789306640625
760,2,1.0,0.9878,0.015652097761631012,0.04952006787061691,0.3791154623031616,12.461946487426758,998.4963989257812
770,2,1.0,0.9878,0.015408490784466267,0.04953233525156975,0.3788253664970398,12.461915016174316,998.9645385742188
780,2,1.0,0.9877,0.015276968479156494,0.0495329387485981,0.37868690490722656,12.461897850036621,999.2352905273438
790,2,1.0,0.9876,0.015225312672555447,0.04953593760728836,0.37860649824142456,12.461892127990723,999.343017578125
800,2,1.0,0.9876,0.015217759646475315,0.04953458160161972,0.37859779596328735,12.46188735961914,999.3662109375
