epoch,condition,alpha,seed,train,test,nc1,nc2,nc3,feat_norm
210,control,1.0,0,0.9796833333333334,0.9696,0.057918038219213486,0.30654487013816833,0.7401026487350464,3.4104928970336914
220,control,1.0,0,0.9916833333333334,0.9775,0.03324565291404724,0.2424909919500351,0.6163188815116882,2.2304608821868896
230,control,1.0,0,0.9939333333333333,0.9756,0.02460026741027832,0.20965458452701569,0.5026839971542358,1.7556207180023193
240,control,1.0,0,0.99705,0.978,0.015559744089841843,0.18811793625354767,0.40667086839675903,1.4460124969482422
250,control,1.0,0,0.9973833333333333,0.9807,0.0131295844912529,0.16951987147331238,0.3184318542480469,1.2763473987579346
260,control,1.0,0,0.9961,0.9792,0.014557493850588799,0.14465944468975067,0.2319757342338562,1.2160484790802002
270,control,1.0,0,0.9959166666666667,0.9776,0.01409461535513401,0.13527290523052216,0.16600006818771362,1.1455416679382324
280,control,1.0,0,0.9967333333333334,0.9812,0.012078192085027695,0.13046163320541382,0.11856591701507568,1.1549243927001953
290,control,1.0,0,0.9967666666666667,0.979,0.011644051410257816,0.12518438696861267,0.09189921617507935,1.1632575988769531
300,control,1.0,0,0.9963833333333333,0.9786,0.011876402422785759,0.12140655517578125,0.07962751388549805,1.1361249685287476
310,control,1.0,0,0.99695,0.9802,0.010290022939443588,0.11668896675109863,0.07552129030227661,1.117072582244873
320,control,1.0,0,0.9981,0.9823,0.008569027297198772,0.11265070736408234,0.07191044092178345,1.1083714962005615
330,control,1.0,0,0.9978833333333333,0.9818,0.009432063437998295,0.11101701855659485,0.06953495740890503,1.1153115034103394
340,control,1.0,0,0.9982666666666666,0.9807,0.008531496860086918,0.10766146332025528,0.06868398189544678,1.1336276531219482
350,control,1.0,0,0.9988166666666667,0.9825,0.007024051621556282,0.10466145724058151,0.06625634431838989,1.1094828844070435
360,control,1.0,0,0.9988166666666667,0.9824,0.007577879354357719,0.10514477640390396,0.06624466180801392,1.1096184253692627
370,control,1.0,0,0.9984,0.9811,0.008363664150238037,0.10499079525470734,0.06565338373184204,1.1006982326507568
380,control,1.0,0,0.9989166666666667,0.9806,0.007057484705001116,0.10387607663869858,0.06457215547561646,1.090383768081665
390,control,1.0,0,0.9991,0.9811,0.007437032647430897,0.10526144504547119,0.0650213360786438,1.0988545417785645
400,control,1.0,0,0.9994333333333333,0.9812,0.005935918539762497,0.10334913432598114,0.06357771158218384,1.1103935241699219
410,control,1.0,0,0.9992,0.9811,0.006895056460052729,0.10463087260723114,0.06454980373382568,1.1033116579055786
420,control,1.0,0,0.9996166666666667,0.9837,0.004919327795505524,0.10516459494829178,0.06413096189498901,1.0976848602294922
430,control,1.0,0,0.9994833333333333,0.982,0.005906658247113228,0.10437410324811935,0.0633731484413147,1.0908522605895996
440,control,1.0,0,0.9995833333333334,0.9832,0.00458469707518816,0.10406297445297241,0.06272828578948975,1.0990147590637207
450,control,1.0,0,0.9995666666666667,0.9819,0.00577555550262332,0.10452450811862946,0.06278359889984131,1.0926753282546997
460,control,1.0,0,0.9996666666666667,0.9834,0.0045926133170723915,0.10416166484355927,0.062092602252960205,1.091895341873169
470,control,1.0,0,0.99975,0.9832,0.004569982178509235,0.10469676554203033,0.062393009662628174,1.0995001792907715
480,control,1.0,0,0.9997,0.9839,0.00423760199919343,0.1046757847070694,0.06220740079879761,1.0843435525894165
490,control,1.0,0,0.9997666666666667,0.9844,0.004016915336251259,0.10445290058851242,0.06181514263153076,1.1007094383239746
500,control,1.0,0,0.9998,0.9833,0.0036795565392822027,0.1045953780412674,0.062011122703552246,1.0918874740600586
510,control,1.0,0,0.9998166666666667,0.9843,0.003697192296385765,0.10465450584888458,0.06194084882736206,1.0974972248077393
520,control,1.0,0,0.9998,0.9843,0.003444261848926544,0.1046329066157341,0.06190776824951172,1.0968775749206543
530,control,1.0,0,0.9998,0.9836,0.0036581186577677727,0.10484273731708527,0.062076449394226074,1.0963555574417114
540,control,1.0,0,0.9998,0.9824,0.0033726412802934647,0.10467684268951416,0.061937153339385986,1.0965267419815063
550,control,1.0,0,0.9998166666666667,0.9834,0.0033174355048686266,0.10494565218687057,0.062095046043395996,1.0946106910705566
560,control,1.0,0,0.9998166666666667,0.9825,0.003291037632152438,0.1050984114408493,0.06225806474685669,1.0963698625564575
570,control,1.0,0,0.9998166666666667,0.9828,0.003300825133919716,0.1052170917391777,0.06229829788208008,1.099133849143982
580,control,1.0,0,0.9998166666666667,0.9831,0.003292997134849429,0.10518913716077805,0.06233280897140503,1.0980827808380127
590,control,1.0,0,0.9998166666666667,0.9829,0.003290861612185836,0.10521524399518967,0.062342703342437744,1.0979779958724976
600,control,1.0,0,0.9998166666666667,0.983,0.003295451169833541,0.10521697252988815,0.06234508752822876,1.098446011543274
