epoch,condition,alpha,seed,train,test,nc1,nc2,nc3,feat_norm
210,scale_up,3.0,1,0.9638333333333333,0.9535,0.11238087713718414,0.4354672431945801,0.7623494863510132,3.8284685611724854
220,scale_up,3.0,1,0.9822666666666666,0.9671,0.07085470110177994,0.31952252984046936,0.640070378780365,2.475090980529785
230,scale_up,3.0,1,0.9899833333333333,0.972,0.04728813096880913,0.26183128356933594,0.5486112833023071,1.88662850856781
240,scale_up,3.0,1,0.9918666666666667,0.9735,0.03021804802119732,0.2492300271987915,0.4862323999404907,1.6119368076324463
250,scale_up,3.0,1,0.9955666666666667,0.9774,0.021567808464169502,0.18903681635856628,0.4048004150390625,1.3902090787887573
260,scale_up,3.0,1,0.9964833333333334,0.9778,0.01721765659749508,0.15216007828712463,0.3373848795890808,1.2226439714431763
270,scale_up,3.0,1,0.9977333333333334,0.9779,0.013062755577266216,0.13431666791439056,0.29117393493652344,1.1449261903762817
280,scale_up,3.0,1,0.9979166666666667,0.9799,0.011572262272238731,0.12271302938461304,0.25212162733078003,1.0725544691085815
290,scale_up,3.0,1,0.99835,0.9809,0.009710865095257759,0.11676470935344696,0.21650266647338867,1.054999589920044
300,scale_up,3.0,1,0.9975166666666667,0.9795,0.011406762525439262,0.11676430702209473,0.1821691393852234,1.068503499031067
310,scale_up,3.0,1,0.9982,0.9821,0.008286110125482082,0.1178421676158905,0.14276105165481567,1.079787254333496
320,scale_up,3.0,1,0.9978166666666667,0.9816,0.009901395998895168,0.11925021559000015,0.10988759994506836,1.0953844785690308
330,scale_up,3.0,1,0.9979166666666667,0.9808,0.008693786337971687,0.12342942506074905,0.08994483947753906,1.1081160306930542
340,scale_up,3.0,1,0.9979166666666667,0.9821,0.0077758776023983955,0.1256365031003952,0.08200407028198242,1.1106815338134766
350,scale_up,3.0,1,0.9975166666666667,0.9812,0.009150766767561436,0.12574340403079987,0.08007544279098511,1.1098077297210693
360,scale_up,3.0,1,0.9966666666666667,0.9804,0.009966152720153332,0.1246137022972107,0.07917290925979614,1.1065917015075684
370,scale_up,3.0,1,0.9993,0.9837,0.00569700263440609,0.12546971440315247,0.07777518033981323,1.1210405826568604
380,scale_up,3.0,1,0.99755,0.9801,0.009039433673024178,0.12857861816883087,0.07957476377487183,1.0975966453552246
390,scale_up,3.0,1,0.9993,0.9833,0.005642522592097521,0.12687522172927856,0.07923561334609985,1.112818717956543
400,scale_up,3.0,1,0.9994,0.9814,0.005038595292717218,0.12697812914848328,0.0787363052368164,1.1246339082717896
410,scale_up,3.0,1,0.9994833333333333,0.9833,0.005149900447577238,0.12815310060977936,0.07961863279342651,1.12071692943573
420,scale_up,3.0,1,0.9997333333333334,0.9844,0.004454293753951788,0.12795987725257874,0.07970845699310303,1.1175895929336548
430,scale_up,3.0,1,0.9996833333333334,0.9833,0.004971562884747982,0.1280636489391327,0.07989883422851562,1.1250413656234741
440,scale_up,3.0,1,0.9996166666666667,0.983,0.0044728717766702175,0.12942485511302948,0.0812714695930481,1.1163969039916992
450,scale_up,3.0,1,0.9997166666666667,0.9843,0.0040910504758358,0.13048121333122253,0.08220767974853516,1.1222580671310425
460,scale_up,3.0,1,0.9997333333333334,0.9834,0.004121486563235521,0.13085301220417023,0.08262193202972412,1.1204557418823242
470,scale_up,3.0,1,0.99975,0.9828,0.005120427813380957,0.13234174251556396,0.08397531509399414,1.1210631132125854
480,scale_up,3.0,1,0.9998,0.9838,0.003469869727268815,0.1321096420288086,0.08384352922439575,1.1231071949005127
490,scale_up,3.0,1,0.9998166666666667,0.9845,0.0034680874086916447,0.1323879063129425,0.08447343111038208,1.1272282600402832
500,scale_up,3.0,1,0.9998333333333334,0.9851,0.0030993949621915817,0.13266421854496002,0.08470439910888672,1.1318632364273071
510,scale_up,3.0,1,0.99985,0.9851,0.002935426775366068,0.13280600309371948,0.08523595333099365,1.1290546655654907
520,scale_up,3.0,1,0.9998833333333333,0.9848,0.0030167021322995424,0.1333305388689041,0.08545929193496704,1.1310503482818604
530,scale_up,3.0,1,0.9998833333333333,0.9844,0.002915169345214963,0.1333899199962616,0.08586233854293823,1.1286669969558716
540,scale_up,3.0,1,0.9998833333333333,0.9847,0.002824826631695032,0.13354013860225677,0.08608800172805786,1.1304922103881836
550,scale_up,3.0,1,0.9998666666666667,0.9855,0.002811098238453269,0.13371166586875916,0.08629566431045532,1.129125714302063
560,scale_up,3.0,1,0.9998833333333333,0.9847,0.0028096074238419533,0.13383238017559052,0.08647698163986206,1.130679965019226
570,scale_up,3.0,1,0.9998833333333333,0.9851,0.0027915502432733774,0.1339191198348999,0.08656978607177734,1.1308363676071167
580,scale_up,3.0,1,0.9998833333333333,0.985,0.0027967423666268587,0.13396576046943665,0.08662080764770508,1.1322636604309082
590,scale_up,3.0,1,0.9998833333333333,0.9849,0.002795690903440118,0.13403312861919403,0.08667963743209839,1.1319016218185425
600,scale_up,3.0,1,0.9998833333333333,0.985,0.002797369845211506,0.13403576612472534,0.08668267726898193,1.1319483518600464
