epoch,condition,alpha,seed,train,test,nc1,nc2,nc3,feat_norm
210,scale_down,0.3,0,0.9998666666666667,0.9857,0.019252868369221687,0.04180441424250603,0.09762400388717651,1.1590336561203003
220,scale_down,0.3,0,0.9987,0.9846,0.017221057787537575,0.04347085952758789,0.052512168884277344,1.0228718519210815
230,scale_down,0.3,0,0.9983,0.9844,0.015195195563137531,0.04470740631222725,0.0325244665145874,0.9852578639984131
240,scale_down,0.3,0,0.9954666666666667,0.9794,0.018843939527869225,0.052432697266340256,0.026075243949890137,1.0275650024414062
250,scale_down,0.3,0,0.9966166666666667,0.9824,0.016254359856247902,0.05463297292590141,0.024084270000457764,1.0652154684066772
260,scale_down,0.3,0,0.9963166666666666,0.9833,0.014822614379227161,0.05413475260138512,0.021637916564941406,1.0806972980499268
270,scale_down,0.3,0,0.9932833333333333,0.9801,0.01888168230652809,0.055178675800561905,0.021150171756744385,1.0913069248199463
280,scale_down,0.3,0,0.9976833333333334,0.9836,0.011088532395660877,0.052658338099718094,0.018310129642486572,1.1091117858886719
290,scale_down,0.3,0,0.99755,0.9828,0.011412516236305237,0.052372679114341736,0.0182991623878479,1.1123226881027222
300,scale_down,0.3,0,0.9982666666666666,0.9832,0.010270094498991966,0.05097177252173424,0.016710281372070312,1.1299515962600708
310,scale_down,0.3,0,0.9958333333333333,0.9789,0.014040309004485607,0.052365221083164215,0.01793515682220459,1.128022313117981
320,scale_down,0.3,0,0.9984333333333333,0.9843,0.009036105126142502,0.05090879276394844,0.01693171262741089,1.1307971477508545
330,scale_down,0.3,0,0.9989166666666667,0.9843,0.007262465078383684,0.0499921478331089,0.01621931791305542,1.1322828531265259
340,scale_down,0.3,0,0.9978166666666667,0.9811,0.009838315658271313,0.05111926421523094,0.016661465167999268,1.132974624633789
350,scale_down,0.3,0,0.9990666666666667,0.9834,0.0074101840145885944,0.05103887990117073,0.016670584678649902,1.1414803266525269
360,scale_down,0.3,0,0.99885,0.9831,0.008346355520188808,0.050974804908037186,0.015936195850372314,1.1299530267715454
370,scale_down,0.3,0,0.9988666666666667,0.9834,0.007670218590646982,0.050135448575019836,0.016185760498046875,1.1341654062271118
380,scale_down,0.3,0,0.99865,0.9828,0.00777902128174901,0.05133916065096855,0.016377151012420654,1.136272668838501
390,scale_down,0.3,0,0.9994166666666666,0.9835,0.006266718730330467,0.05065268650650978,0.015714824199676514,1.1430237293243408
400,scale_down,0.3,0,0.9993,0.9842,0.00670439749956131,0.050944045186042786,0.015639662742614746,1.131531000137329
410,scale_down,0.3,0,0.9994833333333333,0.9846,0.006000066176056862,0.050819218158721924,0.016103744506835938,1.1356699466705322
420,scale_down,0.3,0,0.9997333333333334,0.9846,0.005111393518745899,0.05067304149270058,0.01564645767211914,1.1435492038726807
430,scale_down,0.3,0,0.99955,0.9836,0.0058591230772435665,0.05049969628453255,0.015478909015655518,1.145577311515808
440,scale_down,0.3,0,0.9996166666666667,0.9846,0.00492078997194767,0.05093984678387642,0.015424132347106934,1.1373165845870972
450,scale_down,0.3,0,0.9997833333333334,0.9851,0.004561906214803457,0.050447285175323486,0.015377581119537354,1.135155200958252
460,scale_down,0.3,0,0.9997833333333334,0.9853,0.004276427906006575,0.050580333918333054,0.015431582927703857,1.1326583623886108
470,scale_down,0.3,0,0.9997333333333334,0.9835,0.004721947479993105,0.05054653063416481,0.015381872653961182,1.1395307779312134
480,scale_down,0.3,0,0.9997666666666667,0.9851,0.004394023213535547,0.050613824278116226,0.015329182147979736,1.1379107236862183
490,scale_down,0.3,0,0.9998,0.9849,0.004163388628512621,0.05037730559706688,0.015205204486846924,1.13900887966156
500,scale_down,0.3,0,0.9998166666666667,0.9844,0.0042782193049788475,0.05090253800153732,0.015273869037628174,1.136956810951233
510,scale_down,0.3,0,0.9998,0.9846,0.0038610021583735943,0.05064370855689049,0.015230953693389893,1.1383748054504395
520,scale_down,0.3,0,0.9997833333333334,0.9851,0.0040550148114562035,0.05065074563026428,0.015279591083526611,1.1410034894943237
530,scale_down,0.3,0,0.9998166666666667,0.9853,0.0037572530563920736,0.05074489489197731,0.01522141695022583,1.137636423110962
540,scale_down,0.3,0,0.99985,0.9852,0.0037656284403055906,0.05091087520122528,0.015213489532470703,1.1365302801132202
550,scale_down,0.3,0,0.9998333333333334,0.9851,0.003726510563865304,0.05073295906186104,0.015220224857330322,1.1374057531356812
560,scale_down,0.3,0,0.9998333333333334,0.9853,0.003721455344930291,0.05084140598773956,0.015226364135742188,1.1359844207763672
570,scale_down,0.3,0,0.9998333333333334,0.9856,0.003707774681970477,0.05080420896410942,0.01519763469696045,1.1374620199203491
580,scale_down,0.3,0,0.9998333333333334,0.9856,0.003706066170707345,0.05083387345075607,0.015156567096710205,1.1375880241394043
590,scale_down,0.3,0,0.9998333333333334,0.9855,0.003709827084094286,0.050841428339481354,0.015176177024841309,1.1376885175704956
600,scale_down,0.3,0,0.9998333333333334,0.9854,0.003710474818944931,0.050838056951761246,0.015170872211456299,1.137571096420288
