epoch,phase,train,test,nc1,nc2,nc3,feat_norm
10,1,0.98695,0.9729,,,,
20,1,0.9954,0.9796,0.11131422966718674,0.16074106097221375,0.06659877300262451,14.584006309509277
30,1,0.9955666666666667,0.9816,0.10618845373392105,0.16304779052734375,0.04262244701385498,13.290955543518066
40,1,0.9973666666666666,0.9833,0.09129079431295395,0.16011232137680054,0.03108149766921997,12.867058753967285
50,1,0.9949833333333333,0.9802,0.0986691564321518,0.16840416193008423,0.03177690505981445,12.54655647277832
60,1,0.9984666666666666,0.9821,0.09157274663448334,0.1691434681415558,0.03019249439239502,12.762927055358887
70,1,0.9981166666666667,0.9824,0.10376007854938507,0.17497335374355316,0.03263664245605469,12.435871124267578
80,1,0.997,0.9812,0.09612809121608734,0.17916232347488403,0.034514427185058594,13.013165473937988
90,1,0.9990166666666667,0.9835,0.0959072932600975,0.18612073361873627,0.03272676467895508,12.876714706420898
100,1,0.9986333333333334,0.9853,0.09770365059375763,0.1873636096715927,0.03210103511810303,12.45853328704834
110,1,0.9999166666666667,0.9854,0.09475338459014893,0.2034790813922882,0.03591334819793701,13.204549789428711
120,1,0.9989166666666667,0.9829,0.10508016496896744,0.20770595967769623,0.037538349628448486,12.86678409576416
130,1,0.9984666666666666,0.9824,0.1056317687034607,0.21107719838619232,0.03641873598098755,13.2805814743042
140,1,0.9998166666666667,0.9846,0.10580416023731232,0.2273550033569336,0.04014033079147339,13.73915958404541
150,1,0.99995,0.984,0.10958605259656906,0.2350306361913681,0.04140359163284302,14.011918067932129
160,1,0.9999666666666667,0.9845,0.11116768419742584,0.24170434474945068,0.04332733154296875,14.402464866638184
170,1,0.9999666666666667,0.9835,0.11475975066423416,0.24576252698898315,0.0440601110458374,14.76639175415039
180,1,0.9999666666666667,0.9831,0.11580469459295273,0.2507130205631256,0.04564511775970459,15.024885177612305
190,1,0.9999833333333333,0.9836,0.1170748919248581,0.2524128556251526,0.04565685987472534,15.138545036315918
200,1,0.9999833333333333,0.9835,0.11718693375587463,0.25274550914764404,0.04575282335281372,15.15182113647461
210,2,0.9817166666666667,0.9737,0.051222581416368484,0.07019443809986115,0.1328202486038208,0.9865091443061829
220,2,0.9887666666666667,0.9796,0.04474173113703728,0.08611884713172913,0.08503830432891846,1.0833635330200195
230,2,0.9848166666666667,0.979,0.04945911839604378,0.12976813316345215,0.101981520652771,1.303033471107483
240,2,0.9794333333333334,0.9742,0.05401425436139107,0.12716645002365112,0.08675110340118408,1.325485110282898
250,2,0.9805,0.973,0.05014737322926521,0.12796726822853088,0.08622092008590698,1.3476849794387817
260,2,0.97925,0.9737,0.051337625831365585,0.1285814642906189,0.08481013774871826,1.382722020149231
270,2,0.9803,0.9721,0.04930706322193146,0.1275622844696045,0.08571994304656982,1.36716628074646
280,2,0.9768666666666667,0.9703,0.052765242755413055,0.12978419661521912,0.08657276630401611,1.3938301801681519
290,2,0.9787833333333333,0.9717,0.04976188391447067,0.12826773524284363,0.08478248119354248,1.3665332794189453
300,2,0.98075,0.9722,0.04641866683959961,0.12753021717071533,0.08333855867385864,1.349308729171753
310,2,0.9818333333333333,0.974,0.04633745923638344,0.12566347420215607,0.0835646390914917,1.3511210680007935
320,2,0.9812,0.9732,0.046073414385318756,0.12731777131557465,0.08242243528366089,1.3782117366790771
330,2,0.9797166666666667,0.969,0.04825890064239502,0.12717927992343903,0.08561837673187256,1.3710495233535767
340,2,0.9807,0.9718,0.04909875616431236,0.1271550953388214,0.0833364725112915,1.378389596939087
350,2,0.9800833333333333,0.9722,0.04749022796750069,0.1276187300682068,0.08522099256515503,1.369584321975708
360,2,0.98195,0.9734,0.0444793701171875,0.12661932408809662,0.08234530687332153,1.389846920967102
370,2,0.9825,0.9739,0.044250525534152985,0.12626074254512787,0.08285331726074219,1.3743754625320435
380,2,0.9796833333333334,0.9721,0.04677625373005867,0.12784609198570251,0.08485066890716553,1.353398323059082
390,2,0.9806833333333334,0.9721,0.0459175705909729,0.12772682309150696,0.08476841449737549,1.360491156578064
400,2,0.9827166666666667,0.9737,0.04321242868900299,0.12610062956809998,0.08308851718902588,1.3562623262405396
410,2,0.9798333333333333,0.9728,0.04722023010253906,0.12808901071548462,0.08601868152618408,1.356815218925476
420,2,0.98315,0.9736,0.042805664241313934,0.12581589818000793,0.08304452896118164,1.3568414449691772
430,2,0.9822166666666666,0.9736,0.04351154342293739,0.12587684392929077,0.08304548263549805,1.3578903675079346
440,2,0.9825166666666667,0.9735,0.04384838789701462,0.1257958561182022,0.08367455005645752,1.3732151985168457
450,2,0.9851333333333333,0.975,0.0409589558839798,0.12512168288230896,0.08273041248321533,1.3773161172866821
460,2,0.9845833333333334,0.9765,0.040785521268844604,0.12509791553020477,0.08329248428344727,1.3468363285064697
470,2,0.9834833333333334,0.9729,0.04247265309095383,0.12707749009132385,0.08379876613616943,1.3731846809387207
480,2,0.9845,0.9747,0.04069298133254051,0.1260606348514557,0.08401089906692505,1.3621408939361572
490,2,0.9844333333333334,0.9746,0.04220186173915863,0.12447361648082733,0.08307534456253052,1.3601921796798706
500,2,0.9850666666666666,0.974,0.04127223417162895,0.1238415539264679,0.08404004573822021,1.3502891063690186
510,2,0.9849,0.9747,0.0411398820579052,0.12516404688358307,0.08405721187591553,1.344178557395935
520,2,0.9854833333333334,0.9747,0.040300048887729645,0.12595026195049286,0.08393442630767822,1.3555567264556885
530,2,0.9858166666666667,0.9737,0.039856623858213425,0.12454510480165482,0.08390045166015625,1.3404802083969116
540,2,0.9858166666666667,0.9745,0.03884746879339218,0.12469469755887985,0.0843123197555542,1.3454586267471313
550,2,0.98645,0.9756,0.03806893527507782,0.12385398149490356,0.08349907398223877,1.3572946786880493
560,2,0.986,0.976,0.03832065314054489,0.12551206350326538,0.08488476276397705,1.3522425889968872
570,2,0.9872333333333333,0.9766,0.03692518547177315,0.12478712946176529,0.0838354229927063,1.34649658203125
580,2,0.9879833333333333,0.9766,0.03595856577157974,0.1246432438492775,0.08443641662597656,1.3521062135696411
590,2,0.9881,0.9763,0.03578873351216316,0.12431281059980392,0.0839453935623169,1.3436471223831177
600,2,0.9879666666666667,0.9761,0.03570754453539848,0.12409443408250809,0.08438241481781006,1.3358763456344604
610,2,0.98845,0.9757,0.03509936481714249,0.12448139488697052,0.08511608839035034,1.344698190689087
620,2,0.9880833333333333,0.9764,0.03545336425304413,0.12459280341863632,0.08519136905670166,1.3452919721603394
630,2,0.9889,0.9757,0.03449513390660286,0.1244530901312828,0.08523643016815186,1.3494315147399902
640,2,0.9891666666666666,0.9763,0.034526851028203964,0.12394952774047852,0.08494329452514648,1.3483210802078247
650,2,0.9896333333333334,0.978,0.03294564038515091,0.12484052777290344,0.08585608005523682,1.326849341392517
660,2,0.9897166666666667,0.9771,0.03345874324440956,0.12421214580535889,0.08542793989181519,1.3367786407470703
670,2,0.9900333333333333,0.9766,0.03335709869861603,0.12442021071910858,0.08543968200683594,1.3344523906707764
680,2,0.9899,0.977,0.032786037772893906,0.12491588294506073,0.08595550060272217,1.3390171527862549
690,2,0.99035,0.9762,0.0322938971221447,0.1247500628232956,0.08579671382904053,1.3366588354110718
700,2,0.99015,0.9774,0.031949758529663086,0.12526285648345947,0.0862959623336792,1.330828070640564
710,2,0.9902166666666666,0.9769,0.03196396306157112,0.12491156160831451,0.08615350723266602,1.3335261344909668
720,2,0.99025,0.9772,0.031858496367931366,0.12493246048688889,0.08638477325439453,1.3344770669937134
730,2,0.9907166666666667,0.977,0.03167935088276863,0.12496927380561829,0.0863332748413086,1.3323421478271484
740,2,0.9906166666666667,0.9768,0.03147900849580765,0.12514743208885193,0.08648508787155151,1.3304963111877441
750,2,0.9907333333333334,0.9769,0.03135279193520546,0.12547361850738525,0.08666038513183594,1.3288971185684204
760,2,0.9908,0.9766,0.03132295235991478,0.12534208595752716,0.08666038513183594,1.3312556743621826
770,2,0.99085,0.9765,0.03129369765520096,0.12550821900367737,0.08672457933425903,1.3307712078094482
780,2,0.9908666666666667,0.9766,0.03127230703830719,0.12537075579166412,0.08667337894439697,1.3308546543121338
790,2,0.99085,0.9768,0.031246548518538475,0.1254008710384369,0.0867111086845398,1.3306025266647339
800,2,0.9908666666666667,0.9767,0.03125174343585968,0.1254027932882309,0.08670186996459961,1.3307247161865234
