epoch,train,nc1,nc2,nc3,feat_norm
10,0.9952,0.28202611207962036,0.13901643455028534,0.39584964513778687,28.06838607788086
20,0.9985666666666667,0.16272349655628204,0.1372794508934021,0.3245584964752197,23.431991577148438
30,0.99715,0.13407361507415771,0.1259181797504425,0.25709110498428345,19.153945922851562
40,0.9982666666666666,0.09845223277807236,0.11775146424770355,0.19620609283447266,19.342437744140625
50,0.99635,0.09726211428642273,0.12006537616252899,0.1544216275215149,17.66010856628418
60,0.9992166666666666,0.07356268167495728,0.12197574973106384,0.12229305505752563,20.036296844482422
70,0.99935,0.07545880228281021,0.12523415684700012,0.09617185592651367,19.36042594909668
80,0.99805,0.08033160865306854,0.1223236545920372,0.07937389612197876,17.75072479248047
90,1.0,0.07844339311122894,0.15738967061042786,0.05924272537231445,19.89086151123047
100,1.0,0.0682009607553482,0.14230100810527802,0.05618482828140259,18.699491500854492
110,1.0,0.09067387133836746,0.17587408423423767,0.05471247434616089,19.797645568847656
120,1.0,0.07695086300373077,0.15961870551109314,0.05120116472244263,19.604522705078125
130,1.0,0.09677470475435257,0.18605990707874298,0.05487382411956787,19.21800994873047
140,1.0,0.08761018514633179,0.17437639832496643,0.05353814363479614,19.211809158325195
150,1.0,0.10393539071083069,0.1951594054698944,0.0583534836769104,18.78483772277832
160,1.0,0.11086831986904144,0.20157380402088165,0.05840623378753662,18.648162841796875
170,1.0,0.11470331996679306,0.20772705972194672,0.06052672863006592,18.667274475097656
180,1.0,0.11909236013889313,0.21274009346961975,0.061738789081573486,18.664281845092773
190,1.0,0.12052124738693237,0.21499432623386383,0.06241565942764282,18.708988189697266
200,1.0,0.1210821345448494,0.21539896726608276,0.062455952167510986,18.714750289916992
210,0.9772666666666666,0.12566545605659485,0.10915622860193253,0.649630069732666,2.8012068271636963
220,0.9865333333333334,0.09761850535869598,0.07023118436336517,0.6648575663566589,2.929409980773926
230,0.9943166666666666,0.08195476979017258,0.07024019211530685,0.6665076017379761,3.03132963180542
240,0.9960833333333333,0.07049722969532013,0.06912896782159805,0.643059492111206,2.9889090061187744
250,0.99505,0.06131025776267052,0.07408411055803299,0.603522002696991,2.906524419784546
260,0.9966666666666667,0.04782714322209358,0.08295812457799911,0.541282057762146,2.791395902633667
