epoch,phase,train,test,nc1,nc2,nc3,feat_norm
10,1,0.9926666666666667,0.9758,0.4605761170387268,0.20754559338092804,0.40189963579177856,19.16794776916504
20,1,0.9938666666666667,0.9776,0.36193573474884033,0.2090884894132614,0.36424702405929565,19.02501678466797
30,1,0.9891333333333333,0.9747,0.2713048756122589,0.2167462259531021,0.33183348178863525,18.10170555114746
40,1,0.9916166666666667,0.9759,0.19620589911937714,0.22618189454078674,0.274983286857605,16.864547729492188
50,1,0.9969666666666667,0.9794,0.15067873895168304,0.22845810651779175,0.24961954355239868,16.130332946777344
60,1,0.9954666666666667,0.9778,0.12468770891427994,0.2382083535194397,0.18431425094604492,14.582779884338379
70,1,0.9960833333333333,0.9789,0.11447370052337646,0.22208717465400696,0.16042053699493408,13.717462539672852
80,1,0.9968,0.978,0.09406468272209167,0.2253492772579193,0.14330214262008667,13.001057624816895
90,1,0.9982,0.9798,0.07813826203346252,0.2282036691904068,0.12004804611206055,12.319146156311035
100,1,0.9993833333333333,0.981,0.05980456620454788,0.2323877066373825,0.10198450088500977,11.47357177734375
110,1,1.0,0.9847,0.04678065702319145,0.25201690196990967,0.0903518795967102,10.425993919372559
120,1,1.0,0.9849,0.049080152064561844,0.2599509656429291,0.09771358966827393,10.98703670501709
130,1,0.9999333333333333,0.9846,0.05241481587290764,0.26062363386154175,0.08501827716827393,10.985976219177246
140,1,1.0,0.9844,0.051186900585889816,0.27678382396698,0.08389979600906372,10.535430908203125
150,1,1.0,0.9844,0.05237997695803642,0.27223488688468933,0.07577836513519287,10.345574378967285
160,1,1.0,0.9849,0.058922331780195236,0.2873861789703369,0.07733666896820068,10.759271621704102
170,1,1.0,0.9835,0.05915362015366554,0.28728824853897095,0.0722540020942688,10.543537139892578
180,1,1.0,0.9835,0.06189789995551109,0.29498291015625,0.07278919219970703,10.771020889282227
190,1,1.0,0.9831,0.06417831778526306,0.2991766929626465,0.07158344984054565,10.905137062072754
200,1,1.0,0.9833,0.06444060057401657,0.2992158532142639,0.07084369659423828,10.913810729980469
210,2,0.9889833333333333,0.9763,0.07643081992864609,0.21377374231815338,0.3887024521827698,2.2384965419769287
220,2,0.9947166666666667,0.981,0.029910091310739517,0.20560222864151,0.2784290313720703,1.3699285984039307
230,2,0.9948333333333333,0.9784,0.022920379415154457,0.16289319097995758,0.14029037952423096,1.1271663904190063
240,2,0.9927166666666667,0.9795,0.024709613993763924,0.06477044522762299,0.03510081768035889,1.164806604385376
250,2,0.9915666666666667,0.9782,0.025340858846902847,0.05328499525785446,0.02183312177658081,1.2078346014022827
260,2,0.9768,0.9655,0.049234550446271896,0.33841583132743835,0.7933716177940369,19.135711669921875
270,2,0.9853166666666666,0.9711,0.04002422094345093,0.34653058648109436,0.7446063160896301,11.996580123901367
280,2,0.99095,0.9758,0.02750277891755104,0.3781906068325043,0.6577430963516235,5.088612079620361
290,2,0.9920666666666667,0.9774,0.02588147111237049,0.39001497626304626,0.5695070028305054,4.159079074859619
300,2,0.9898,0.9749,0.026309922337532043,0.391292542219162,0.5237400531768799,3.7508068084716797
310,2,0.4335,0.4327,0.13840247690677643,0.5623421669006348,0.8981650471687317,22.434118270874023
320,2,0.9845333333333334,0.9694,0.04136640205979347,0.34279459714889526,0.7672834992408752,15.385686874389648
330,2,0.9836166666666667,0.9674,0.04109710827469826,0.3474605679512024,0.7258167266845703,7.757542133331299
340,2,0.9907833333333333,0.9751,0.033081624656915665,0.3311215937137604,0.6769100427627563,5.628166675567627
350,2,0.9921166666666666,0.9738,0.0289350226521492,0.31844982504844666,0.6356340050697327,4.623659610748291
360,2,0.9933,0.9767,0.025574941188097,0.31341907382011414,0.5914645195007324,4.089746952056885
370,2,0.9928833333333333,0.9743,0.028674153611063957,0.3012303113937378,0.5514427423477173,3.7863125801086426
380,2,0.9954,0.9756,0.024845842272043228,0.28732046484947205,0.5166769623756409,3.417747974395752
390,2,0.9954,0.9764,0.02181578055024147,0.28224921226501465,0.5006638765335083,3.2740228176116943
400,2,0.99555,0.9761,0.02539028227329254,0.2732483744621277,0.49404680728912354,3.192810535430908
410,2,0.9976833333333334,0.9794,0.01838282309472561,0.2701590359210968,0.49538958072662354,3.139512538909912
420,2,0.9964833333333334,0.9759,0.02209625393152237,0.26867949962615967,0.4930201768875122,3.133302688598633
430,2,0.9935666666666667,0.9719,0.02520655281841755,0.2670671343803406,0.4937852621078491,3.065446615219116
440,2,0.9977833333333334,0.9766,0.02015840634703636,0.26435986161231995,0.49234306812286377,3.0003042221069336
450,2,0.99115,0.9693,0.029277104884386063,0.2653881013393402,0.4915797710418701,2.975342035293579
460,2,0.9988,0.9781,0.01737663522362709,0.26221558451652527,0.4864199161529541,2.963139057159424
470,2,0.9989166666666667,0.979,0.016909120604395866,0.2651476562023163,0.48990797996520996,2.931248664855957
480,2,0.9991166666666667,0.98,0.014708113856613636,0.2668701410293579,0.48882871866226196,2.927522659301758
490,2,0.9990833333333333,0.9803,0.01410329807549715,0.2683994770050049,0.49171531200408936,2.9144108295440674
500,2,0.9992833333333333,0.9782,0.014241717755794525,0.26824265718460083,0.49006927013397217,2.8954269886016846
510,2,0.9993166666666666,0.9788,0.013081596232950687,0.2688347101211548,0.4892209768295288,2.893630266189575
520,2,0.9993333333333333,0.979,0.013765080831944942,0.2691086530685425,0.48985493183135986,2.880610942840576
