epoch,phase,train,test,nc1,nc2,nc3,feat_norm
10,1,0.72664,0.6966,,,,
20,1,0.74412,0.7039,,,,
30,1,0.82334,0.7808,,,,
40,1,0.82546,0.7818,,,,
50,1,0.79076,0.7512,,,,
60,1,0.80948,0.7654,,,,
70,1,0.79434,0.7525,,,,
80,1,0.78694,0.744,,,,
90,1,0.82434,0.778,,,,
100,1,0.7385,0.7001,,,,
110,1,0.99848,0.8787,0.2293660044670105,0.122501902282238,0.015624403953552246,6.04563570022583
120,1,0.96598,0.8455,0.27324292063713074,0.17415310442447662,0.029792487621307373,5.998743534088135
130,1,0.983,0.8639,0.2494286298751831,0.1576475203037262,0.026162147521972656,5.984686374664307
140,1,0.97118,0.8471,0.24661117792129517,0.14083445072174072,0.02513730525970459,5.960737705230713
150,1,0.98474,0.8525,0.23085983097553253,0.14311544597148895,0.02387160062789917,5.895500659942627
160,1,1.0,0.8851,0.13961194455623627,0.09778193384408951,0.012632250785827637,5.962091445922852
170,1,1.0,0.8848,0.12628622353076935,0.09414605051279068,0.01234501600265503,5.854384899139404
180,1,1.0,0.886,0.11605031043291092,0.09310150146484375,0.012591838836669922,5.7075395584106445
190,1,1.0,0.8862,0.10746949166059494,0.0919751450419426,0.01276397705078125,5.654870510101318
200,1,1.0,0.8853,0.09982126951217651,0.09130658209323883,0.012869834899902344,5.5743889808654785
210,2,0.6965,0.6802,0.5394483208656311,0.17436212301254272,0.08612263202667236,1.4369102716445923
220,2,0.77828,0.7463,0.38519373536109924,0.13027064502239227,0.04461890459060669,1.4870562553405762
230,2,0.6543,0.6347,0.6572073101997375,0.15861646831035614,0.08107823133468628,1.4000370502471924
240,2,0.7632,0.7366,0.4885062575340271,0.12132822722196579,0.04306364059448242,1.4555010795593262
250,2,0.7044,0.6799,0.5693004727363586,0.14965422451496124,0.05341482162475586,1.4553049802780151
260,2,0.69734,0.666,0.6668246984481812,0.12487710267305374,0.04328477382659912,1.3778830766677856
270,2,0.77714,0.7432,0.3977121114730835,0.1233394518494606,0.043125152587890625,1.4469791650772095
280,2,0.78748,0.7535,0.4494856595993042,0.0851103737950325,0.028384089469909668,1.4451656341552734
290,2,0.7197,0.6949,0.5027297735214233,0.14801830053329468,0.06512469053268433,1.3491239547729492
300,2,0.81364,0.7703,0.3383691608905792,0.10005991160869598,0.030377507209777832,1.4146618843078613
310,2,0.73426,0.7073,0.4202326238155365,0.12860243022441864,0.044285476207733154,1.50506591796875
320,2,0.67248,0.6408,0.6915915608406067,0.12067192047834396,0.04340237379074097,1.3705137968063354
330,2,0.7588,0.7235,0.4231220781803131,0.13995260000228882,0.0464245080947876,1.391997218132019
340,2,0.7561,0.7198,0.42968109250068665,0.1227620467543602,0.07139337062835693,1.4072420597076416
350,2,0.77056,0.7351,0.39564603567123413,0.11661215126514435,0.04220658540725708,1.4126023054122925
360,2,0.7703,0.7418,0.44887885451316833,0.11267682164907455,0.036211490631103516,1.509774088859558
370,2,0.73612,0.7027,0.4895728826522827,0.12275274842977524,0.038460612297058105,1.4671132564544678
380,2,0.80106,0.768,0.3897572457790375,0.0982428789138794,0.023656487464904785,1.4399735927581787
390,2,0.75054,0.7227,0.4755498170852661,0.13665907084941864,0.053960978984832764,1.3716086149215698
400,2,0.76418,0.7282,0.4907291829586029,0.10457347333431244,0.034368038177490234,1.364518642425537
410,2,0.71574,0.6845,0.5367795825004578,0.1376146376132965,0.05534332990646362,1.3947900533676147
420,2,0.70016,0.6705,0.7177630662918091,0.10246986895799637,0.04458582401275635,1.4415321350097656
430,2,0.79076,0.7623,0.37926799058914185,0.10244986414909363,0.04405069351196289,1.428787350654602
440,2,0.75042,0.7245,0.45161867141723633,0.13560891151428223,0.05138576030731201,1.386304259300232
450,2,0.79862,0.7662,0.37353816628456116,0.10810904204845428,0.040341973304748535,1.4659897089004517
460,2,0.71768,0.6884,0.5529456734657288,0.10998640954494476,0.03900778293609619,1.4452898502349854
470,2,0.7749,0.7453,0.4367765784263611,0.08641588687896729,0.02811223268508911,1.3665547370910645
480,2,0.79534,0.7616,0.3446669578552246,0.11175648123025894,0.03869283199310303,1.4308840036392212
490,2,0.7958,0.7662,0.3842656910419464,0.09367427974939346,0.03431880474090576,1.509859323501587
500,2,0.69978,0.6754,0.5855450630187988,0.11649215221405029,0.044789671897888184,1.3242639303207397
510,2,0.95936,0.8564,0.08955834805965424,0.03154744952917099,0.008341491222381592,1.5148440599441528
520,2,0.95418,0.8408,0.09351035207509995,0.0332869216799736,0.008707821369171143,1.490183711051941
530,2,0.9621,0.8426,0.08331447839736938,0.028306899592280388,0.008128464221954346,1.517384648323059
540,2,0.94176,0.8255,0.10635705292224884,0.0371108204126358,0.009728074073791504,1.4718583822250366
550,2,0.96492,0.8414,0.07545879483222961,0.035687513649463654,0.007321476936340332,1.467548131942749
560,2,0.93722,0.8191,0.11154183745384216,0.03946792334318161,0.00935298204421997,1.4645122289657593
570,2,0.95308,0.825,0.09192784875631332,0.031582947820425034,0.008895695209503174,1.5085562467575073
580,2,0.95876,0.8218,0.08013956248760223,0.034967076033353806,0.011118292808532715,1.4728529453277588
590,2,0.95824,0.8243,0.0811343714594841,0.03180044889450073,0.007559657096862793,1.4718762636184692
600,2,0.96068,0.8304,0.0781358927488327,0.030050428584218025,0.007607460021972656,1.4854990243911743
610,2,0.92024,0.7909,0.13283267617225647,0.0459405779838562,0.010178864002227783,1.4106453657150269
620,2,0.96,0.826,0.08073250949382782,0.03305477276444435,0.00944054126739502,1.4999885559082031
630,2,0.96826,0.8362,0.06962142139673233,0.026184184476733208,0.006263136863708496,1.4789745807647705
640,2,0.96122,0.8247,0.07926682382822037,0.03167354688048363,0.006373226642608643,1.4228274822235107
